XCoord,YCoord,FID,COUNTY,TOWN,DEC_WELL_N,FOIL_LOC,LATITUDE,LONGITUDE,WELL_DEPTH,ROCK_DEPTH,GW_DEPTH,CASED_DEPT,SCR,YT_AVGDISC,REGNUMBER,DDLAT,DDLONG
577884.55155137,4731331.99051561,155,ALBANY,Guilderland,A1714,SETTLE HILL RD,42 43 50.0,74 02 55.0,300,3, ,40,N,0,NYRD10227,42.730556,-74.048611
578180.52226561,4731304.48235095,156,ALBANY,Guilderland,A1715,SETTLE HILL RD,42 43 49.0,74 02 42.0,120,3,11,40,N,20,NYRD10227,42.730278,-74.045000
579680.92305389,4728992.46486019,157,ALBANY,Guilderland,A1762,GUN CLUB RD,42 42 33.5,74 01 37.2,218,53,10.5,55,N, ,NYRD10027,42.709306,-74.027000
583926.08231778,4732757.03581734,158,ALBANY,Guilderland,A1801,WEST OLD STATE RD,42 44 33.9,73 58 28.6,198,-999,21.5,198.5,N,30,NYRD10027,42.742750,-73.974611
576943.37479702,4729458.14546236,159,ALBANY,Guilderland,A1827,BOZENKILL RD,42 42 49.6,74 03 37.3,405, , ,20,N, ,NYRD10004,42.713778,-74.060361
575564.38369192,4731367.93432890,160,ALBANY,Guilderland,A1831,GRAY RD,42 43 52.0,74 04 37.0,139,-999,-1,138,N,4,NYRD10027,42.731111,-74.076944
589129.64322943,4729521.16595479,161,ALBANY,Guilderland,A1844,SIVER RD,42 42 46.9,73 54 41.6,91,-999,67,88,N,20,NYRD10055,42.713028,-73.911556
581820.94252367,4728872.45387113,162,ALBANY,Guilderland,A1862,HAWES RD,42 42 28.8,74 00 03.2,302,6,19,39,N,5,NYRD10002,42.708000,-74.000889
582511.03588042,4727285.71107026,163,ALBANY,Guilderland,A1863,HAWES RD,42 41 37.1,73 59 33.7,100,17, ,28,N,0,NYRD10488,42.693639,-73.992694
586660.45009792,4724313.09852524,164,ALBANY,Guilderland,A1880,JANI LN,42 39 59.1,73 56 33.0,598,59,476,68.5,N,1,NYRD10027,42.666417,-73.942500
581603.35127317,4733426.42162183,165,ALBANY,Guilderland,A1883,WEST OLD STATE RD,42 44 56.5,74 00 10.4,600,92,400,100,N,0,NYRD10005,42.749028,-74.002889
582531.68068711,4726508.54108840,166,ALBANY,Guilderland,A1885,FREDERICK RD,42 41 11.9,73 59 33.2,400,41,27,43,N,1.25,NYRD10525,42.686639,-73.992556
586559.12899292,4724040.35008920,167,ALBANY,Guilderland,A1891,JANI LN,42 39 50.3,73 56 37.6,133,-999,83.5,133,N,25,NYRD10027,42.663972,-73.943778
586454.43017416,4726590.35678323,168,ALBANY,Guilderland,A1906,N/A,42 41 13.0,73 56 40.8,325,58, ,64,N,1,NYRD10010,42.686944,-73.944667
577778.19111868,4732901.03623534,169,ALBANY,Guilderland,A1913,SETTLES HILL RD,42 44 40.9,74 02 58.9,159,31,0,39,N,15,NYRD10027,42.744694,-74.049694
588024.07391597,4729871.04371089,170,ALBANY,Guilderland,A1916,GREENTHORN BLVD,42 42 58.7,73 55 30.0,193,-999,92,188,Y,30,NYRD10002,42.716306,-73.925000
588236.68291116,4730324.17337247,171,ALBANY,Guilderland,A1917,RIDGE HILL RD,42 43 13.3,73 55 20.4,224,-999, ,224,N,25,NYRD10002,42.720361,-73.922333
586626.29170297,4727042.92012507,172,ALBANY,Guilderland,A1937,WORMER RD,42 41 27.6,73 56 33.0,250,78,80,78,N,13,NYRD10231,42.691000,-73.942500
593619.65303279,4726566.32049259,173,ALBANY,Guilderland,A1949,WESTERN AVE,42 41 09.2,73 51 26.0,39,-999,3,30,Y,10,NYRD10002,42.685889,-73.857222
588087.73631619,4733799.15573954,174,ALBANY,Guilderland,A1957,SHIRLEY LN,42 45 06.0,73 55 25.0,20,-999,5,15,Y,10,NYRD10236,42.751667,-73.923611
577834.82002965,4732920.18379356,175,ALBANY,Guilderland,A1990,SETTLES HILL RD,42 44 41.5,74 02 56.4,159,33,0,39,N,6,NYRD10027,42.744861,-74.049000
582176.39769216,4728444.76900541,176,ALBANY,Guilderland,A1998,HAWES RD,42 42 14.8,73 59 47.8,540,32, ,39,N,1,NYRD10119,42.704111,-73.996611
589828.17507289,4731439.87472922,177,ALBANY,Guilderland,A2027,EAST LYDIUS ST,42 43 48.8,73 54 09.8,53,-999,10,50,Y,6,NYRD10005,42.730222,-73.902722
580566.81559175,4732430.14114880,178,ALBANY,Guilderland,A2102,WESTERN TPK,42 44 24.6,74 00 56.5,442,138,83,190,N,5,NYRD10005,42.740167,-74.015694
586088.80182313,4732009.29788074,179,ALBANY,Guilderland,A2106,FULLER STATION RD,42 44 08.8,73 56 53.9,319,244, ,244,N,0,NYRD10027,42.735778,-73.948306
582028.36851982,4730374.21692518,180,ALBANY,Guilderland,A2118,BECKER RD,42 43 17.4,73 59 53.3,36,-999,10,28,N,15,NYRD10027,42.721500,-73.998139
582820.36405462,4726919.20721562,181,ALBANY,Guilderland,A2128,FREDERICK RD,42 41 25.1,73 59 20.3,299,15, ,39,N,0,NYRD10027,42.690306,-73.988972
590804.20735869,4730897.30952024,182,ALBANY,Guilderland,A2215,KINGS CT,42 43 30.8,73 53 27.2,80,-999,27,80,N, ,NYRD10005,42.725222,-73.890889
585908.21446022,4729887.62479334,183,ALBANY,Guilderland,A2238,FRENCH MILLS RD,42 43 00.1,73 57 03.0,75,-999,19.200000763,75,N,10,NYRD10027,42.716694,-73.950833
591407.78212733,4730664.62536101,184,ALBANY,Guilderland,A801,OLD STATE RD,42 43 23.0,73 53 00.8,25,-999,18,22,Y,5,NYRD10004,42.723056,-73.883556
585266.10169830,4724394.51552123,185,ALBANY,Guilderland,A822,GIPPS LN,42 40 02.3,73 57 34.2,124,-999,40,123,N,10,NYRD10004,42.667306,-73.959500
581758.51813563,4726067.47011616,186,ALBANY,Guilderland,A897,FREDERICK LN,42 40 57.9,74 00 07.4,180,58,32,59,N,1.5,NYRD10002,42.682750,-74.002056
582497.76551495,4732021.02497739,187,ALBANY,Guilderland,A908,RT 20,42 44 10.6,73 59 31.8,40,-999,15,30,N, ,NYRD10027,42.736278,-73.992167
591058.21585586,4727497.78582261,188,ALBANY,Guilderland,A916,SEWARD ST,42 41 40.5,73 53 18.0,248,-999,102,248,N, ,NYRD10027,42.694583,-73.888333
583095.87129032,4724062.72897248,189,ALBANY,Guilderland,A979,MEADOWDALE RD,42 39 52.4,73 59 09.7,40,-999, ,40,N,70,NYRD10133,42.664556,-73.986028
586473.63690506,4726510.38592318,190,ALBANY,Guilderland,A997,N/A,42 41 10.4,73 56 40.0,300,88, ,92,N,1,NYRD10133,42.686222,-73.944444
577031.56636346,4728484.28812403,191,ALBANY,Knox,A1002,RT 146,42 42 18.0,74 03 33.9,450,1,50,38,N,0.5,NYRD10005,42.705000,-74.059417
576633.10312640,4728100.41684705,192,ALBANY,Knox,A1006,LEWIS RD,42 42 05.7,74 03 51.6,338,20,25,23.5,N,4,NYRD10027,42.701583,-74.064333
573303.46541834,4729252.02309502,193,ALBANY,Knox,A1041,ARNOLD RD,42 42 44.2,74 06 17.4,124,10,10.5,19,N,5,NYRD10027,42.712278,-74.104833
575961.70755426,4725834.85723775,194,ALBANY,Knox,A1047,BERNE ALTAMONT RD,42 40 52.5,74 04 22.2,298,5,28.5,38.5,N,10,NYRD10027,42.681250,-74.072833
569441.82098167,4726189.02046546,195,ALBANY,Knox,A1059,BEEBE AND MIDDLE RD,42 41 06.2,74 09 08.5,258,10,48,38.5,N,5,NYRD10027,42.685056,-74.152361
572209.67754227,4724409.60608595,196,ALBANY,Knox,A1061,BERNE ALTAMONT RD,42 40 07.6,74 07 07.7,246,10,74,38.5,N,5,NYRD10027,42.668778,-74.118806
574097.72563953,4723695.34444432,197,ALBANY,Knox,A1071,KNOX CAVE RD,42 39 43.8,74 05 45.1,298,3,12,38.5,N,4.5,NYRD10027,42.662167,-74.095861
569827.86172179,4725597.52844605,198,ALBANY,Knox,A1178,BEEBE RD,42 40 46.9,74 08 51.8,298,5,59,38,N,10,NYRD10027,42.679694,-74.147722
577545.78506901,4722181.36912982,199,ALBANY,Knox,A1306,THOMPSON LAKE RD,42 38 53.5,74 03 14.4,164,-999,43.5,164,N,20,NYRD10027,42.648194,-74.054000
572918.81219067,4725382.59925957,200,ALBANY,Knox,A1354,BERNE ALTAMONT RD,42 40 38.9,74 06 36.1,260,8,47,40,N, ,NYRD10003,42.677472,-74.110028
577163.80705529,4729479.11103140,201,ALBANY,Knox,A1377,BOZENKILL RD,42 42 50.2,74 03 27.6,262,18,100,40,N,1,NYRD10005,42.713944,-74.057667
579690.17129441,4723245.31207235,202,ALBANY,Knox,A1462,RYAN RD,42 39 27.2,74 01 39.7,262,5,132.8999939,40,N,8,NYRD10005,42.657556,-74.027694
574455.32409169,4723258.04035710,203,ALBANY,Knox,A1614,KNOX CAVE RD,42 39 29.5,74 05 29.6,622,120,196,138,N,60,NYRD10005,42.658194,-74.091556
578042.64070896,4724571.58597260,204,ALBANY,Knox,A1680,MALACHI CT,42 40 10.8,74 02 51.4,194,2,47,40,N,5,NYRD10027,42.669667,-74.047611
575213.46761924,4725780.41518481,205,ALBANY,Knox,A1709,WITTER RD,42 40 51.0,74 04 55.1,318,7,66,40,N,4,NYRD10027,42.680833,-74.081972
570361.02224095,4726438.92011037,206,ALBANY,Knox,A1710,MIDDLE RD,42 41 14.0,74 08 28.0,500,60,210,140,N,1,NYRD10227,42.687222,-74.141111
569231.46315912,4729697.47180572,207,ALBANY,Knox,A1711,KNOX CAVE RD,42 43 00.0,74 09 16.2,178,30,59,40,N,4,NYRD10027,42.716667,-74.154500
572239.57699508,4726344.12879591,208,ALBANY,Knox,A1716,STREET RD,42 41 10.3,74 07 05.5,230,3,94,120,N,5,NYRD10027,42.686194,-74.118194
571657.86278020,4725156.58079052,209,ALBANY,Knox,A1717,STREET RD,42 40 32.0,74 07 31.6,104,79,20.5,80,N,12,NYRD10027,42.675556,-74.125444
573743.99370263,4728047.42625395,210,ALBANY,Knox,A1745,QUAY RD,42 42 05.0,74 05 58.6,802,5,9.5,58,N,7,NYRD10005,42.701389,-74.099611
571998.04308774,4725934.41006398,211,ALBANY,Knox,A1896,STREET RD,42 40 57.1,74 07 16.3,320,1,64,40,N, ,NYRD10004,42.682528,-74.121194
568673.59913891,4730898.08779648,212,ALBANY,Knox,A1902,BOZENKILL RD,42 43 39.1,74 09 40.2,260, ,11,38,N,6,NYRD10253,42.727528,-74.161167
574959.25717344,4722137.49195152,213,ALBANY,Knox,A1908,KNOX CAVE RD,42 38 53.0,74 05 08.0,380,240,170,241,N,5.5,NYRD10227,42.648056,-74.085556
577406.50462436,4725678.10338788,214,ALBANY,Knox,A1928,OLD STAGE RD,42 40 46.9,74 03 18.8,278,15,89,80,N,5,NYRD10027,42.679694,-74.055222
576419.04410394,4728940.23377020,215,ALBANY,Knox,A2088,BOZENKILL RD,42 42 33.0,74 04 00.6,340,47,63,48.5,N,5,NYRD10253,42.709167,-74.066833
576905.76944509,4729362.09421100,216,ALBANY,Knox,A2092,BOZENKILL RD,42 42 46.5,74 03 39.0,320,15,57,20,N,5,NYRD10253,42.712917,-74.060833
577369.96246661,4723447.30110072,217,ALBANY,Knox,A922,KETCHAM RD,42 39 34.6,74 03 21.5,240,65, ,70,N, ,NYRD10133,42.659611,-74.055972
590962.45178641,4721443.61006005,218,ALBANY,New Scotland,A1014,FONT GROVE RD,42 38 24.3,73 53 25.7,462,70,200,73,N,0.5,NYRD10005,42.640083,-73.890472
590448.11330936,4723679.71892127,219,ALBANY,New Scotland,A1053,KRUMKILL RD,42 39 37.0,73 53 47.0,207,67,52,67,N,3,NYRD10227,42.660278,-73.896389
588827.20410633,4721169.12357283,220,ALBANY,New Scotland,A1055,YEOMANS LN,42 38 16.3,73 54 59.6,71,-999,46.5,56,Y,13.5,NYRD10002,42.637861,-73.916556
592760.82893666,4723392.53117766,221,ALBANY,New Scotland,A1060,FIELDING WAY,42 39 26.7,73 52 05.6,350,241,45,241,N,5,NYRD10236,42.657417,-73.868222
592853.52644433,4724291.53556126,222,ALBANY,New Scotland,A1066,KRUMKILL RD,42 39 55.8,73 52 01.0,350,240, ,240,N, ,NYRD10002,42.665500,-73.866944
584819.15330716,4715137.18631362,223,ALBANY,New Scotland,A1116,STOVE PIPE RD,42 35 02.4,73 57 58.8,502,3,80, ,N,2,NYRD10005,42.584000,-73.966333
591058.83799250,4722429.01036057,224,ALBANY,New Scotland,A1135,GENOVESI LN,42 38 56.2,73 53 20.9,159,-999,66.5,150.5,N,5,NYRD10027,42.648944,-73.889139
593170.02911157,4724289.61497559,225,ALBANY,New Scotland,A1144,KRUMKILL RD,42 39 55.6,73 51 47.1,259,240,76.330001831,241,N,10,NYRD10027,42.665444,-73.863083
581193.58246520,4719693.48639378,226,ALBANY,New Scotland,A1152,TOWER THREE LN,42 37 31.5,74 00 35.5,502,2,79.580001831,40,N,12,NYRD10005,42.625417,-74.009861
588180.07442803,4717961.70318898,227,ALBANY,New Scotland,A1164,N/A,42 36 32.6,73 55 29.8,360,25, ,41,N,5.5,NYRD10133,42.609056,-73.924944
587105.18067702,4712814.72244333,228,ALBANY,New Scotland,A1174,GROESBECK RD,42 33 46.2,73 56 19.8,217,8,48.5,38,N,9,NYRD10186,42.562833,-73.938833
592776.84306793,4723216.89533134,229,ALBANY,New Scotland,A1175,FIELDING WAY,42 39 21.0,73 52 05.0,235,-999,102,102.5,N,5,NYRD10027,42.655833,-73.868056
589035.79117026,4711466.35906961,230,ALBANY,New Scotland,A1190,CEDAR GROVE RD,42 33 01.7,73 54 55.9,502,10,53,38,N,6,NYRD10005,42.550472,-73.915528
593853.95300256,4724224.80460629,231,ALBANY,New Scotland,A1214,KRUMKILL RD,42 39 53.2,73 51 17.1,222,-999,78.5,222,Y,5,NYRD10027,42.664778,-73.854750
594147.20560598,4724426.23117955,232,ALBANY,New Scotland,A1221,KRUMKILL RD,42 39 59.6,73 51 04.1,261,-999,82.809997559,257.5,N,5,NYRD10027,42.666556,-73.851139
586939.31195449,4718957.92958868,233,ALBANY,New Scotland,A1241,CLIPP RD,42 37 05.4,73 56 23.7,450,4,33,39,N,5,NYRD10002,42.618167,-73.939917
589915.38630871,4723848.63335239,234,ALBANY,New Scotland,A1245,NORMANSKILL RD,42 39 42.7,73 54 10.3,300,78, ,79.5,N,2,NYRD10133,42.661861,-73.902861
585895.29647944,4723041.80030894,235,ALBANY,New Scotland,A1246,KOONTZ RD,42 39 18.2,73 57 07.3,64,-999, ,60,N, ,NYRD10004,42.655056,-73.952028
589203.05751805,4723645.06725967,236,ALBANY,New Scotland,A1247,NORMANSKILL RD,42 39 36.4,73 54 41.7,450,227, ,231,N,1,NYRD10002,42.660111,-73.911583
584793.11046294,4723046.73662634,237,ALBANY,New Scotland,A1263,TYGERT RD,42 39 18.8,73 57 55.7,120,71,30,73,N,5,NYRD10027,42.655222,-73.965472
590723.60034036,4716016.97560955,238,ALBANY,New Scotland,A1287,UNIONVILLE RD,42 35 28.5,73 53 39.3,319,10,199,19,N,1.75,NYRD10027,42.591250,-73.894250
590551.00583932,4722949.90280298,239,ALBANY,New Scotland,A1288,FONT GROVE RD,42 39 13.3,73 53 42.9,299,20,29,39,N,1.5,NYRD10027,42.653694,-73.895250
589110.02327105,4720608.19121258,240,ALBANY,New Scotland,A1301,YEOMANS RD,42 37 58.0,73 54 47.5,36,-999,15,36,N,5,NYRD10002,42.632778,-73.913194
589050.25140762,4720650.61391656,241,ALBANY,New Scotland,A1302,YEOMANS RD,42 37 59.4,73 54 50.1,41,-999, ,39,N, ,NYRD10002,42.633167,-73.913917
584313.82187447,4720702.47370402,242,ALBANY,New Scotland,A1303,HILL DR,42 38 03.0,73 58 18.0,86,-999,47,81,Y,10,NYRD10002,42.634167,-73.971667
586918.82162985,4723680.82106546,243,ALBANY,New Scotland,A1309,SCHOOL RD,42 39 38.5,73 56 22.0,405,102,250,120,N, ,NYRD10004,42.660694,-73.939444
NULL,NULL,244,ALBANY,New Scotland,A1310,TYGERT RD, , ,380,48, ,48,N,0,NYRD10227,0.000000,0.000000
NULL,NULL,245,ALBANY,New Scotland,A1342,YOUMANS RD, , ,294,47,6.5,50,N,4,NYRD10027,0.000000,0.000000
589205.77095057,4723611.16666299,246,ALBANY,New Scotland,A1347,NORMANSKILL RD,42 39 35.3,73 54 41.6,323,216,68,218,N,0.5,NYRD10027,42.659806,-73.911556
590863.00020252,4722775.05258994,247,ALBANY,New Scotland,A1360,FONT GROVE RD,42 39 07.5,73 53 29.3,400,28,50,39,N,3,NYRD10002,42.652083,-73.891472
590036.74736278,4716776.20814923,248,ALBANY,New Scotland,A1364,ST RT 443,42 35 53.4,73 54 09.0,270,25, ,40,N,0,NYRD10186,42.598167,-73.902500
588437.31272204,4724233.74887388,249,ALBANY,New Scotland,A1376,SPRINGFIELD DR,42 39 55.8,73 55 15.0,75,30,8,32,N,12,NYRD10231,42.665500,-73.920833
588628.53008627,4724236.19265051,250,ALBANY,New Scotland,A1392,SPRINGFIELD DR,42 39 55.8,73 55 06.6,200,30,16,40,N,10,NYRD10231,42.665500,-73.918500
588574.84308145,4724161.46495243,251,ALBANY,New Scotland,A1401,SPRINGFIELD DR,42 39 53.4,73 55 09.0,115,20,8,40,N,12,NYRD10231,42.664833,-73.919167
588477.07810659,4719332.14400033,252,ALBANY,New Scotland,A1414,BULLOCK RD,42 37 16.9,73 55 16.0,141,138,70,140,N,5,NYRD10004,42.621361,-73.921111
586835.82984201,4713200.05869906,253,ALBANY,New Scotland,A1422,PLANK RD,42 33 58.8,73 56 31.4,178,68,94,70,N,7,NYRD10027,42.566333,-73.942056
587369.86626322,4721496.12954159,254,ALBANY,New Scotland,A1468,SWIFT RD,42 38 27.5,73 56 03.4,602,15,200,38,N,0.5,NYRD10005,42.640972,-73.934278
585965.03093823,4722009.18893931,255,ALBANY,New Scotland,A1527,NEW SALEM RD,42 38 44.7,73 57 04.8,160,39,4,40.5,N,8,NYRD10186,42.645750,-73.951333
590104.71912050,4724171.93950340,256,ALBANY,New Scotland,A1531,NORMANSKILL RD,42 39 53.1,73 54 01.8,445,50, ,50,N, ,NYRD10004,42.664750,-73.900500
593637.69237724,4724221.87807003,257,ALBANY,New Scotland,A1533,KRUMKILL RD,42 39 53.2,73 51 26.6,205,-999,67,202,N,20,NYRD10027,42.664778,-73.857389
590571.98197221,4716980.61100286,258,ALBANY,New Scotland,A1548,DELAWARE AVE,42 35 59.8,73 53 45.4,102,30,60,38,N,2,NYRD10005,42.599944,-73.895944
586939.85300507,4718914.74641105,259,ALBANY,New Scotland,A1561,CLIPP RD,42 37 04.0,73 56 23.7,300,5,33,38,N,4.5,NYRD10002,42.617778,-73.939917
589689.65114580,4710111.19445258,260,ALBANY,New Scotland,A1582,CEDAR GROVE RD,42 32 17.5,73 54 28.0,200,3, ,39,N, ,NYRD10124,42.538194,-73.907778
584171.16253313,4717251.75090565,261,ALBANY,New Scotland,A1590,NEW SCOTLAND RD,42 36 11.2,73 58 26.1,502,38,180,58,N,2,NYRD10005,42.603111,-73.973917
588589.96974759,4717627.57137608,262,ALBANY,New Scotland,A1594,SPORE RD,42 36 21.6,73 55 12.0,175,9,40,39,N,4,NYRD10186,42.606000,-73.920000
585128.14137562,4721539.19797969,263,ALBANY,New Scotland,A1600,RT 85A,42 38 29.8,73 57 41.8,66,-999,23,68,N,8,NYRD10027,42.641611,-73.961611
584498.70461663,4717678.36927609,264,ALBANY,New Scotland,A1606,STOVE PIPE RD,42 36 24.9,73 58 11.5,258,4,134,40,N,8.5,NYRD10027,42.606917,-73.969861
584563.29261288,4711432.13898076,265,ALBANY,New Scotland,A1612,CO RT 312 AND DERBYSHIRE RD,42 33 02.4,73 58 12.0,179,3,14,40,N,8,NYRD10186,42.550667,-73.970000
586219.40367934,4719134.04635996,266,ALBANY,New Scotland,A1633,DEERCLIFF RD,42 37 11.4,73 56 55.2,600,10,189,40,N,0.5,NYRD10031,42.619833,-73.948667
582513.28342693,4720788.79065333,267,ALBANY,New Scotland,A1654,BEAVER DAM RD,42 38 06.5,73 59 37.0,19,1,43, ,N,5,NYRD10027,42.635139,-73.993611
589236.67987260,4720501.84358087,268,ALBANY,New Scotland,A1662,YOUMANS RD,42 37 54.5,73 54 42.0,280,55,38.5,56.5,N,2,NYRD10027,42.631806,-73.911667
587383.92908597,4710775.97264250,269,ALBANY,New Scotland,A1683,STRAIGHT LN,42 32 40.0,73 56 08.7,322,8,80,38,N,20,NYRD10005,42.544444,-73.935750
587374.34096974,4710812.87174946,270,ALBANY,New Scotland,A1684,STRAIGHT LN,42 32 41.2,73 56 09.1,322,10,80,38,N,15,NYRD10005,42.544778,-73.935861
583282.06658230,4715945.35302927,271,ALBANY,New Scotland,A1687,DELAWARE TPK,42 35 29.2,73 59 05.8,499,12,39,39,N,2.5,NYRD10027,42.591444,-73.984944
584381.37162864,4720579.89627872,272,ALBANY,New Scotland,A1700,HILL DR,42 37 59.0,73 58 15.1,82,-999,54.200000763,82.5,N,15,NYRD10027,42.633056,-73.970861
586348.84246584,4718802.47708659,273,ALBANY,New Scotland,A1703,MCGARR LN,42 37 00.6,73 56 49.7,290,10,28.5,18.5,N,3.5,NYRD10027,42.616833,-73.947139
582948.63779294,4712560.28378806,274,ALBANY,New Scotland,A1718,DUNBAR HOLLOW RD,42 33 39.6,73 59 22.2,200,2,27,38,N,5,NYRD10186,42.561000,-73.989500
584933.77031608,4718439.49609899,275,ALBANY,New Scotland,A1720,GLENWOOD TER,42 36 49.4,73 57 52.0,200,69,30,70,N,0.69999998808,NYRD10002,42.613722,-73.964444
589046.03243150,4720446.94771102,276,ALBANY,New Scotland,A1774,YOUMANS RD,42 37 52.8,73 54 50.4,230,40,10,40,N,3,NYRD10231,42.631333,-73.914000
590044.92480071,4723517.12934411,277,ALBANY,New Scotland,A1790,KRUMKILL RD,42 39 31.9,73 54 04.8,380,71,360,71,N,0,NYRD10227,42.658861,-73.901333
587048.69399107,4720409.25185281,278,ALBANY,New Scotland,A1795,CROW RIDGE RD,42 37 52.4,73 56 18.1,190,48,39,51,N,8.5,NYRD10055,42.631222,-73.938361
593353.42010706,4724366.12645489,279,ALBANY,New Scotland,A1799,KRUMKILL RD,42 39 58.0,73 51 39.0,232,210,86.199996948,230,N,12,NYRD10005,42.666111,-73.860833
587822.12044598,4713829.44517935,280,ALBANY,New Scotland,A1808,MORNINGSTAR LN,42 34 18.8,73 55 47.8,359,5,79,40,N,2.2999999523,NYRD10027,42.571889,-73.929944
589214.10198617,4720486.12795516,281,ALBANY,New Scotland,A1810,YOUMANS RD,42 37 54.0,73 54 43.0,130,50,50,50,N, ,NYRD10236,42.631667,-73.911944
589539.67461127,4723674.08961303,282,ALBANY,New Scotland,A1813,NORMANSKILL RD,42 39 37.2,73 54 26.9,425,12,10,19,N, ,NYRD10004,42.660333,-73.907472
593027.69270310,4724207.48946747,283,ALBANY,New Scotland,A1837,KRUMKILL RD,42 39 53.0,73 51 53.4,240,237,84,237,Y,10,NYRD10005,42.664722,-73.864833
589310.23917105,4720450.34485128,284,ALBANY,New Scotland,A1840,YOUMANS RD,42 37 52.8,73 54 38.8,240,66, ,66,N,0.5,NYRD10119,42.631333,-73.910778
587053.43574586,4710389.29461284,285,ALBANY,New Scotland,A1849,ST RT 32,42 32 27.6,73 56 23.4,588,8,144,40,N,25,NYRD10186,42.541000,-73.939833
589259.16489330,4716272.56693468,286,ALBANY,New Scotland,A1851,RT 443,42 35 37.4,73 54 43.4,901,125, ,125.5,N,0.25,NYRD10525,42.593722,-73.912056
588947.60414724,4713010.80964421,287,ALBANY,New Scotland,A1855,WINNIE LN,42 33 51.8,73 54 58.9,31,-999,4,31,N,20,NYRD10027,42.564389,-73.916361
591224.45379025,4722650.22791110,288,ALBANY,New Scotland,A1864,PAULEY LN,42 39 03.3,73 53 13.5,299,183,70,189,N,2.5,NYRD10027,42.650917,-73.887083
587536.31144419,4724006.35292418,289,ALBANY,New Scotland,A1881,WEST ST,42 39 48.8,73 55 54.7,123,-999, ,121,N,15,NYRD10119,42.663556,-73.931861
588548.94639191,4713514.74342115,290,ALBANY,New Scotland,A1894,INDIAN FIELDS RD,42 34 08.3,73 55 16.1,159,18,137,38.5,N,3.5,NYRD10027,42.568972,-73.921139
590463.35651304,4718145.33755074,291,ALBANY,New Scotland,A1899,N/A,42 36 37.6,73 53 49.5,298,41,21.299999237,43,N,4,NYRD10027,42.610444,-73.897083
583048.95766595,4723037.95507196,292,ALBANY,New Scotland,A1905,Picard Rd,42 39 19.2,73 59 12.3,75,-999,18.5,66,N,14,NYRD10236,42.655333,-73.986750
585526.32954831,4723416.69206343,293,ALBANY,New Scotland,A1909,KOONTZ RD,42 39 30.5,73 57 23.3,69,-999,36,69,N,25,NYRD10002,42.658472,-73.956472
590362.80974313,4723586.05398898,294,ALBANY,New Scotland,A1953,KRUMKILL RD,42 39 34.0,73 53 50.8,380,63,68,63,N,1,NYRD10227,42.659444,-73.897444
586661.91492022,4718729.25506568,295,ALBANY,New Scotland,A1954,MCGARR LN,42 36 58.1,73 56 36.0,702,7,10,50,N,3,NYRD10005,42.616139,-73.943333
589358.43973259,4720599.04735442,296,ALBANY,New Scotland,A1968,YOUMANS RD,42 37 57.6,73 54 36.6,200,80,40,80,N,5,NYRD10231,42.632667,-73.910167
591024.14523888,4724029.70555965,297,ALBANY,New Scotland,A1979,KRUMKILL RD,42 39 48.1,73 53 21.5,156,-999, ,146,Y,7,NYRD10119,42.663361,-73.889306
589278.85721029,4720764.61428732,298,ALBANY,New Scotland,A1994,YOUMANS RD,42 38 03.0,73 54 40.0,250,78,7,78,N,2.5,NYRD10231,42.634167,-73.911111
589549.58245280,4723788.36462466,299,ALBANY,New Scotland,A2042,NORMANSKILL RD,42 39 40.9,73 54 26.4,240,10,9.8000001907,39,N,4,NYRD10027,42.661361,-73.907333
581436.34244526,4723463.05046083,300,ALBANY,New Scotland,A2070,INDIAN LADDER DR,42 39 33.6,74 00 22.9,259,142,109,144,N,3,NYRD10027,42.659333,-74.006361
588675.47852036,4723058.30749478,301,ALBANY,New Scotland,A2074,RT 155,42 39 17.6,73 55 05.2,36,-999,9,33,Y,10,NYRD10055,42.654889,-73.918111
584869.34134399,4723701.68859229,302,ALBANY,New Scotland,A2099,HENNSEY RD,42 39 40.0,73 57 52.0,420,91, ,91,N,0,NYRD10227,42.661111,-73.964444
590976.97546458,4722940.05631987,303,ALBANY,New Scotland,A2111,FONT GROVE RD,42 39 12.8,73 53 24.2,299,23,29.600000381,39,N,2.5,NYRD10027,42.653556,-73.890056
591044.10534840,4723030.40486972,304,ALBANY,New Scotland,A2120,FONT GROVE RD,42 39 15.7,73 53 21.2,399,28, ,39,N,0,NYRD10027,42.654361,-73.889222
590945.99028735,4722871.77816777,305,ALBANY,New Scotland,A2122,FONT GROVE RD,42 39 10.6,73 53 25.6,399,24,399,39,N,0,NYRD10027,42.652944,-73.890444
590566.69433184,4724014.45509875,306,ALBANY,New Scotland,A2123,NORMANSKILL RD,42 39 47.8,73 53 41.6,195,6,6,48,N,3,NYRD10394,42.663278,-73.894889
586923.80044182,4723646.94830135,307,ALBANY,New Scotland,A2134,SCHOOL RD,42 39 37.4,73 56 21.8,97,-999,30,93,N,5,NYRD10055,42.660389,-73.939389
589731.84936255,4709846.42968333,308,ALBANY,New Scotland,A2176,CEDAR GROVE RD,42 32 08.9,73 54 26.3,410,10,30,23,N,0.5,NYRD10186,42.535806,-73.907306
590600.05191660,4716925.44664084,309,ALBANY,New Scotland,A2202,DELAWARE TPK,42 35 58.0,73 53 44.2,449,15,400,39,N,0,NYRD10027,42.599444,-73.895611
